"AVG(InpSize,Cmprsns)","(5, 9)","(42, 604)","(48, 743)","(56, 885)","(63, 1045)","(65, 1054)","(69, 1158)","(69, 1185)","(85, 1540)","(88, 1592)","(130, 2677)","(145, 3033)","(146, 3070)","(150, 3206)","(176, 3927)","(187, 4231)","(197, 4486)","(201, 4663)","(214, 5026)","(223, 5300)","(236, 5640)","(240, 5779)","(245, 5857)","(259, 6300)","(273, 6822)","(280, 6961)","(298, 7555)","(306, 7813)","(308, 7776)","(340, 8781)","(343, 8913)","(356, 9379)","(407, 10951)","(409, 10973)","(416, 11283)","(425, 11517)","(438, 12015)","(443, 12106)","(450, 12291)","(470, 12911)","(501, 14007)","(504, 14061)","(505, 14065)","(515, 14532)","(541, 15349)","(551, 15658)","(556, 15813)","(582, 16691)","(582, 16744)","(612, 17819)","(616, 17876)","(621, 18035)","(640, 18806)","(649, 19075)","(662, 19541)","(664, 19544)","(681, 20169)","(683, 20216)","(689, 20429)","(695, 20680)","(700, 20863)","(717, 21409)","(719, 21345)","(722, 21554)","(728, 21806)","(745, 22421)","(761, 22990)","(776, 23428)","(787, 23922)","(790, 23931)","(798, 24333)","(803, 24494)","(816, 24894)","(821, 25168)","(822, 25253)","(833, 25561)","(841, 25750)","(841, 25871)","(848, 25989)","(857, 26515)","(876, 27085)","(887, 27532)","(906, 28014)","(917, 28573)","(920, 28621)","(922, 28628)","(928, 28950)","(930, 28996)","(944, 29374)","(948, 29585)","(948, 29643)","(954, 29837)","(955, 29803)","(956, 29849)","(957, 29954)","(959, 30115)","(963, 30154)","(968, 30264)","(985, 30856)","(993, 31298)"
"WORST(InpSize,Cmprsns)","(40, 436)","(45, 538)","(50, 595)","(60, 790)","(63, 850)","(65, 901)","(79, 1157)","(83, 1226)","(139, 2472)","(152, 2717)","(208, 4159)","(209, 4170)","(227, 4615)","(230, 4695)","(238, 4903)","(246, 5085)","(268, 5657)","(271, 5682)","(285, 6119)","(299, 6509)","(301, 6523)","(309, 6753)","(311, 6803)","(316, 6953)","(317, 6995)","(331, 7383)","(348, 7800)","(349, 7835)","(354, 8034)","(358, 8074)","(364, 8312)","(369, 8365)","(370, 8413)","(373, 8552)","(381, 8775)","(393, 9052)","(406, 9465)","(413, 9617)","(427, 10076)","(431, 10099)","(440, 10495)","(464, 11272)","(472, 11431)","(474, 11413)","(474, 11463)","(482, 11662)","(486, 11725)","(487, 11797)","(490, 11912)","(500, 12179)","(507, 12388)","(515, 12520)","(559, 13913)","(567, 14211)","(570, 14289)","(573, 14344)","(578, 14507)","(579, 14412)","(580, 14529)","(596, 15070)","(598, 15182)","(599, 15139)","(605, 15306)","(606, 15257)","(627, 15946)","(643, 16403)","(645, 16561)","(678, 17529)","(678, 17546)","(691, 18008)","(712, 18646)","(719, 18889)","(721, 18973)","(733, 19202)","(746, 19683)","(752, 20008)","(753, 19932)","(753, 19954)","(754, 20032)","(761, 20288)","(810, 21720)","(813, 21837)","(815, 22012)","(836, 22501)","(838, 22669)","(842, 22680)","(853, 23075)","(866, 23481)","(872, 23635)","(876, 23861)","(876, 23872)","(916, 25163)","(917, 25160)","(919, 25295)","(931, 25770)","(932, 25756)","(933, 25692)","(943, 26210)","(958, 26651)","(974, 27091)"
"BEST(InpSize,Cmprsns)","(5, 9)","(8, 42)","(37, 526)","(41, 628)","(68, 1225)","(70, 1303)","(72, 1310)","(93, 1873)","(114, 2413)","(117, 2508)","(121, 2585)","(123, 2609)","(125, 2683)","(126, 2745)","(127, 2726)","(130, 2797)","(130, 2841)","(140, 3121)","(146, 3321)","(152, 3493)","(155, 3547)","(158, 3617)","(162, 3743)","(191, 4594)","(198, 4804)","(202, 4936)","(207, 5043)","(245, 6244)","(248, 6253)","(255, 6547)","(274, 7126)","(282, 7422)","(298, 7899)","(316, 8469)","(325, 8776)","(350, 9569)","(360, 9862)","(360, 9957)","(361, 9958)","(375, 10379)","(379, 10489)","(384, 10687)","(402, 11261)","(410, 11477)","(434, 12342)","(454, 13046)","(458, 13080)","(474, 13693)","(476, 13766)","(476, 13829)","(478, 13850)","(483, 14018)","(490, 14263)","(524, 15387)","(525, 15409)","(526, 15457)","(533, 15682)","(562, 16686)","(564, 16864)","(583, 17525)","(588, 17668)","(600, 18156)","(607, 18323)","(613, 18561)","(615, 18659)","(617, 18658)","(620, 18859)","(640, 19566)","(648, 19909)","(673, 20757)","(682, 21014)","(682, 21036)","(684, 21129)","(725, 22706)","(754, 23766)","(756, 23889)","(760, 23870)","(762, 23942)","(763, 24043)","(767, 24297)","(781, 24743)","(808, 25664)","(821, 26141)","(822, 26171)","(829, 26376)","(843, 26941)","(847, 27085)","(871, 27985)","(889, 28752)","(894, 28921)","(901, 29160)","(904, 29345)","(908, 29299)","(925, 30050)","(934, 30389)","(937, 30486)","(949, 30996)","(961, 31295)","(990, 32502)","(998, 32793)"
